[COT 2020-07-08 23:18:50] 76561197997236738: Set overcast to 0 0 0
[COT 2020-07-08 23:18:50] 76561197997236738: Set the date to 2020/8/10 16:22
[COT 2020-07-08 23:18:52] 76561197997236738: Set the date to 2020/6/6 16:17
[COT 2020-07-08 23:18:53] 76561197997236738: Set the date to 2020/6/6 16:17
[COT 2020-07-08 23:18:54] 76561197997236738: Set rain to 0.01 0 0
[COT 2020-07-08 23:18:54] 76561197997236738: Set storm to 0.0001 0.8 4000
[COT 2020-07-08 23:18:54] 76561197997236738: Set fog to 0.02 0 0
[COT 2020-07-08 23:18:54] 76561197997236738: Set overcast to 0 0 0
[COT 2020-07-08 23:18:54] 76561197997236738: Set the date to 2020/6/6 16:17
[COT 2020-07-08 23:18:54] 76561197997236738: Set wind to 0 0 1
[COT 2020-07-08 23:20:02] 76561197997236738: Teleported [guid=uvtdMd_cBerqVHmKHzn52eKFl-8jD7P9CNZONWv9pR0=] to <11821.283203, 139.877991, 12509.501953>
[COT 2020-07-08 23:21:07] 76561197997236738: Teleported [guid=bjiwSoIjED9FPjLYhFJx6Ml2-N7zn5tLIPDQpUMW2yY=] to <11841.403320, 140.012421, 12543.012695>
